sent_1,sent_2,sim,label,rand_id
A woman is beating two egg in a bowl and useing a whisk made of wire,A person is strongly whisking eggs in a bowl,4.6
A boy in his teens is talking to a daughter with an internet camera,A son in his teens is talking to a girl with a webcam,4.7
A man and two women in a darkened room are sitting at a table with candle,The group of people is siting in a dimmed room,3.7
The little son is riding a bicycle in a race,A bicycle is being ridden by the little son in a race,4.8
A large man is sitting in a military accessory shop,A large man is seated in a military accessory store,5.0
A child is sneezing and frightening another child,A young child with black hair is deleting a photograph from the camera,1.0
Two white cats are playing with a brown dog and a ball,Two white dog are playing with a brown dog and a ball,3.6
A man in blue denim is standing in front of a group of child beside a stone build house,A woman in blue denim is standing in front of a group of child beside a stone built house,3.5
A father is pushing his daughter on a go-kart and another daughter is watching,A daughter is pushing a go-kart and a daughter is watching her father,3.6
A little girl is selling a motor_scooter,A little girl is peddling a motor_scooter,3.8
A young son in a helmet is riding a bicycle on the road,The little daughter is riding a bicycle in a race,3.0
Some cat are playing with each other,The cat are playing with each other,4.8
The son is riding a bicycle on the top of a metal fence,The riders are fencing in a boy's metal motorcycle,2.6
A black dog is jumping off a dock into a pond,A black dog is jumping off a pier into water,4.5
Two girl are lying on the ground,Several child are sitting down and have their knees raised,2.8
A man with tattoo is lounging on a sofa and holding a pencil,There is no man seated on a chair and ruing his eyes,1.6
three child are running down a grassy hillside,Three child are runing down a hillside covered by grass,4.9
A girl is cuting butter into two pieces,Some bean_curd is being sliced by one woman,2.2
A girl is wearing a pink shirt with white writing on it and is lieing in the grass,The young daughter with a shirt dyed pink is peacefully lieing on the grass,4.1
two child are crouching under some metal bars,two child are peering over a rusty ledge,2.6
Runners are racing down a track,Men are runing a race,3.9
A kid is waiting wearing swim gear,A kid is seated wearing swimming gear,4.3
Cereal is being eat by the man,The son and the girl are playing and wearing arm floats,1.0
A little son is sticking his tongue out for the camera and another son is looking on,two young boys are looking up at the camera and one is sticking out his tongue,3.9
two kid are bouncing on colorful ball,Some child are wearing black tights and hoping,2.3
A son in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,There is no boy standing in front of the blue building in the space reserved for disabled people,2.0
two dogs are playing inside,two brown and white dogs are fighting on a grassy area in front of a tree,2.8
A woman is placing two egg into a pot of water,A woman is boiling eggs,4.2
two white dogs and one brown dog are not chasing a ball,Two white dog and one brown dog are chasing a ball,3.2
two men and a girl in behind of a wood panel wall are posing with funny faces,Two men and a daughter in front of a wood panel wall are posing with funny faces,3.9
A woman is using an eye pencil and is applying eye liner to her eyelid,A woman is applying cosmetic to her eyelid,4.4
A person wearing jean is sitting happily on the top of a horse saddle,A woman in jean is seated on the saddle of a horse,4.2
The boy is not riding a motorcycle on the top of a metal fence,The son is riding a bicycle on the top of a metal fence,3.5
Two pandas are lieing together,two giant_panda bears are lying together,5.0
Two people are argueing near a crowd,Two people are kissing near a crowd,3.0
A married couple is walking up the aisle,A marred couple is walking down the aisle,4.4
The man with brown hair is wearing sunglass and is seated at a table with cans of soda and other drink,A young man with brown hair and sunglass is sitting in front of some cans of soda,4.3
two young boys are wearing hat and sticking their colored tongues out,Two young girls are wearing hat and sticking their colored tongue out,3.6
two angels are making snow on the lying child,Two child are lying in the snow and are making snow angels,2.9
The kids are wearing bathing suit and water is splashing around,The kid are not wearing suits and water is splashing around,4.4
The son is playing in the mud,The son isn't playing in the mud,3.4
A woman is beating two egg in a bowl and useing a whisk made of wire,One woman is beating two eggs in the bowl and useing a whisk made of wire,5.0
Little kid are playing in a water fountain in front of lots of people,animal are playing in fountain that spray water from the ground,2.9
A young man on a bmx bicycle is jumping off a pyramid,A cyclist is jumping on a pyramid-shaped ramp,4.0
A woman is crouching down next to a dog and is smiling at a little daughter sitting on the sidewalk,A man is crouching down next to a dog and is smiling at a little girl seated on the sidewalk,4.2
three boys are walking on rocks along a river,The men in brown shorts are not walking on the rocks beside a river,3.4
An elderly woman is seated on a bench and is wearing a gray jacket and black pants,An elderly man is seated on a bench,3.0
Two women dressed in white and black are relaxing on a bench,two women dressed in white and black are sitting on a bench,4.2
A boy is looking at a calendar,A son is staring at a calendar,4.2
Several young people are posing for a photograph and holding beer,Several young people are posing for a photograph and holding drinks,4.5
A baby rhinoceros is shun an adult rhinoceros,A baby rhinoceros is walking around a pen with its mother,3.215
People are seated around a bonfire at night,several people are siting around a fire at night,4.3
A group of scouts are hiking through the grass,A group of explorer are walking through the grass,4.1
three friend are making faces for a photograph,two men and a girl in front of a wood panel wall are posing with funny faces,3.9
A son is climbing up a wall artificially built for climbing and is attached to a rope,A fearful little son is on a climbing wall,3.9
"A little daughter is wearing a blue patterned swimming suit, a black and yellow swimming cap and has blue swiming goggle on the head",A young daughter is sitting in swimming gear,4.185
Two girls are laughing and other girl are watching them,There is no girl laughing and there is no other daughter watching,3.2
two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,3.3
Two men in a race are flip the tire of a tractor,Two men are competeing in a tire rolling race,3.7
A daughter dressed in purple and blue is slowly walking beside her motorcycle at night,A daughter dressed in purple and blue is walking beside her motorcycle at night,4.3
three adolescent girls are dancing in the room,Three adolescent girl are idling in the room,3.5
A little daughter in a green coat and a boy holding a red sled are walking in the snow,A little girl in a green coat and a boy holding a red sled are lieing in the snow,3.7
A person on a motorcycle is not in the air near a body of water,A person on a motorcycle is in the air near a body of water,4.0
A daughter is playing on a toy telephone,A son is playing on a toy telephone,3.5
A son is studying a calendar,A boy is staring at a calendar,4.8
A man with a difficult hat is dancing,The man with a hard hat is dancing,4.9
A man in a elegant dress is being surrounded by photographer,The man surrounded by photographer is wearing a gray lawsuit and glasses,3.3
One man is talking to a daughter with an internet camera,A son in his teens isn't talking to a girl with a webcam,3.0
Two people are riding a bicycle,A practicing jumper is tossing a person's snowboard into the air,2.0
"A man, a woman and two girl are walking on the beach",four people are walking on the beach,4.5
A man is pouring petroleum into a pan,A man is pouring petroleum into a frying_pan,4.5
A man is seated near a motorcycle and is writing a note,There is no man writing a note near a bicycle,4.2
A young daughter is playing on the edge of a fountain and an older woman is watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,3.5
A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,A man is standing near a motorcycle and is writing on a piece paper,2.6
A adolescent girl is storing away bead that are red,A adolescent daughter is wearing beads that are red,3.8
The man in a hat suited for cowboy is walking through a market and is puting a hand in his pocket,The man in a cowboy hat is walking through a marketplace and is putting a hand in his pocket,4.8
Two people in snowsuit are lieing in the snow and making snow angels,Two angel are making snow on the lying child,2.5
A group of dog are racing and have muzzles on their noses,A group of dog bred for racing is wearing striped uniform and is running down a track,3.4
There is no little girl playing the piano,A little daughter is playing the piano,3.5
Two sumo ringers are fighting,Two sumo wrestler are fighting,4.0
three men are seated on a mountainside and looking at the view with a pair of binoculars,three hiker are sitting on a mountainside and looking at the view with a pair of binoculars,4.4
There is no little daughter peddling a scooter,A little girl is peddling a motor_scooter,4.0
two brown dogs are playing with a frisbee in the water,two brown dog are playing with the frisbee in the water,4.9
The group of people is not sitting on a rough ledge with a scenic view behind them,four people are seated on a low cement ledge,2.7
One son in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water,Two male are standing on a cliff edge and one is jumping into the water,4.1
Four young men are standing still and a car is exploding behind them,four young men are exploding and a car is standing still behind them,2.9
A girl is tapping her fingernail,A boy is tapping his fingernail,3.685
One daughter in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water,two male are standing on a cliff edge and one is jumping into the water,3.1
A man is doing back flip on a trampoline,There are no kid jumping on a trampoline,3.1
A little girl is peddling a scooter,A child elephant is eating a small tree,1.0
two large park benches have a person sitting and a bottle of soda between them,Two large persons are seated on a park bench and they have a bottle of soda between them,3.7
A young man with brown hair and shades is seated in front of some cans of soda,The man with brown hair is wearing sunglass and is sitting at a table with cans of soda and other drink,4.1
The daughter is spraying the plants with water,The son is spraying the plant with water,3.4
A man in a red jacket and khaki pant is walking through an European state,A man in a red jacket and khaki pants is walking through an American state,3.5
A horse is being ridden by a daughter,A daughter is riding a horse,4.8
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspaper,There is no woman wearing sunglass of large size and holding newspaper in both hand,3.0
A man is talking to a woman,A woman is breaking egg,1.1
Several people are siting at small tables in a darkened room,People are seated at tables in a red room,3.7
A small group of people are standing and two are siting on the couch,A group of five young adult are lounging indoors,3.1
Two adolescent girl are wearing fancy dresses at an event,two girls in their teens are wearing fancy dresses at an event,4.8
The helmeted girl is riding a bicycle,The helmeted daughter is perching on a bicycle,4.2
Two poodle are in the snow and one is jumping high,Two poodle are in the snow and one is jumping,4.4
One man is talking to a daughter with an internet camera,One man is chatting with a daughter with an internet camera,5.0
A woman who is wearing a pink boa is riding a bicycle down a bridge build for pedestrian,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bicycle",2.6
A child is makeing a snow ball,A child is smashing a snow ball,3.7
A man is sitting on a chair and ruing his eyes,There is no man sitting on a chair and ruing his eyes,3.8
Two child are lying in the snow and are making snow angel,two people in snowsuit are lying in the snow and makeing snow angel,4.2
Two guys are seated around a table and holding beer in their hands,two blokes are sitting around a table and holding beer in their hand,4.6
Two people in a race are flipping the tire of a tractor,two women are competeing in a tire rolling race,3.8
There is no man writing a note near a bicycle,A man is wearing clothes that are covered with paint and is siting outside in a busy area writing something,2.7
The log is lieing on the panda bear,The giant_panda bear is lying on the logs,3.4
Three men are seated on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountain and sky,3.7
The military officer is barking at the recruit,An officer is talking to the recruits,4.385
There is no man dressed in black and riding a green motorcycle,A man is performing a trick on a green bicycle,3.4
A monkey is practicing martial arts,A chimpanzee is practicing martial arts,4.5
Some water is being intoxicated by a cat,A truck is promptly going down a hill,1.0
two guy are sitting around a table and holding beer in their hands,A man in a white shirt and sunglass and a man in a black shirt and sunglass are sitting at a table with four bottle of beer,3.8
A daughter wearing a striped shirt is running barefooted on the sandy hill,A lady is mixing a meat mix in a bowl,1.2
Two brown dog are fighting over a red ball and are playing in the grass,two dogs are playing with a small red ball,3.8
The girl with a helmet is perching on a bicycle,A woman is performing a trick on a ramp with a bicycle,2.9
A child is running in and out of the wave of the ocean,A child is running in and out of the ocean wave,4.9
four people are sitting on a bridge over a body of water,several people are walking in line across a bridge,3.3
A man and two women in a darkened room are siting at a table with candle,The group of dimmed people is sitting in a room,2.5
two dog are playing by a tree,A dog is catching a stick in the air and another is watching,3.7
Four people are difficultly walking with trouble across thick snow and the sun is setting,Some people are treading through the snow of the beautiful snowy landscape,3.3
A daughter in a uniform is playing the flute with a band,A girl in a band is playing the flute,4.2
A soccer player is sitting on the field and is drinking water,A woman is siting on the grass and is drinking from a water bottle,3.3
A man is eating a banana,A banana is being eat by a man,4.8
Three young girl are dancing in the room,Some adolescent girl are dancing for the camera,3.7
The motorcycle rider is not looking at the accident of another bicycle rider,The bicycle rider is looking at an accident of another bicycle rider,3.5
Nobody is riding a motorcycle,two people are riding a motorcycle,4.3
"A person who ride bikes, in a black and red uniform, is standing on a dirt motorcycle",A bicycle rider in a black and red uniform is standing on a dirt bicycle,4.8
A man on a yellow sport bicycle is doing a wheelie and a friend on a black bicycle is catching up,A biker on a yellow sport bicycle is doing a wheelie and a friend on a black motorcycle is catching up,4.8
The young son is running through the ocean waves,A child is running in and out of the wave of the ocean,4.5
three people are standing by a bench under some palm tree,three people are siting on a bench under some palm trees,3.6
The military officer is yelling at the recruit,An officer is talking to the recruits,4.2
Two boys on a sofa are playing video games,two boys are playing a video game,4.3
A woman is chop up an octopus,A toddler is seated in a seat,1.0
two kid are playing in a swimming pool with a green colored crocodile float,two kids are taking out a green colored crocodile float from a swimming pool,4.1
A girl dressed in purple and blue is walking beside her bicycle at night,A naked girl is walking beside her bicycle at night,3.5
A son wearing a striped shirt is running barefooted on the sandy hill,A girl wearing a striped shirt is running barefooted on the sandy hill,3.7
Two child are rolling in clean water,two child are rolled in muddy water,3.67
The young boy is running through the ocean wave,The young son is not running through the ocean waves,3.8
A man in a red uniform is swiftly making a jump in a dirt bicycle race,A man in a red uniform is making a jump in a dirt motorcycle race,4.4
two adult are standing on a motor_scooter in a field of yellow flowers,two adult are standing on a scooter in a field of flowers,4.5
"The boy, who is young, is running through the ocean wave",The young boy is runing through the ocean waves,5.0
two dogs and two people are seated in the woods,two dogs and two people are walking in the woods,3.6
A tiger cub is roaring,two dogs are playing outside,1.1
The panda bear is resting on the log,The panda bear is lying on the log,4.7
"A young son is wearing a blue patterned swimming suit, a black and yellow swimming cap and has blue swim goggle on her head","A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swiming goggle on her head",3.9
A person in a black jacket is doing trick on a motorbike,A skilled person is riding a bicycle on one wheel,3.4
"A daughter from Asia, in front of a brick window, doesn't look surprised",A daughter is wearing a t-shirt and has her mouth open.,2.1
A woman on a rock is lieing on a blanket and reading a book,There is no seated woman singing a sung and playing the guitar,2.1
Two men are standing together and one is looking through binoculars,two men are looking out and binoculars are being held by one of them,4.0
"A young son is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggle on her head",A young daughter is sitting in swimming gear,2.9
A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorbike,The snowboarder is jumping off a snow covered hill,1.3
Women are wearing bunny ear and race number and are pointing at something in the distance,A group of women are wearing pink bunny ear and are pointing to the right,3.9
A boy is cuting grass with scissor,A kid is cutting grass with scissor,4.5
two men are taking a break from construction,two construction workers are sitting up on the side of a building,4.0
A young son is sitting in a bathing suit and waiting for the next race,A young swimmer is sitting in a bathing lawsuit and waiting for the next race,4.8
"two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain",two dog are leaping through snowy grass and rocks,2.4
two kids are doing martial arts on a blue mat,Two child in white outfits and red protective gear are sparing on a mat,3.8
The people are not siting on a bench in front of a restaurant,Three people are seated on a bench under some palm tree,3.2
two football players are scrambling for the ball on the court,Two basketball player are scrambling for the ball on the court,3.0
A man is flooring a seated guitar player,A man is siting on the floor and is playing a guitar,3.4
A boy is attentively looking at a calendar,A son is checking a calendar,4.4
A woman is using a sewing machine,There is no woman useing a sewing machine,4.1
several people are sitting at small tables in a light room,Several people are seated at small tables in a darkened room,3.9
"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bicycle",Pink bellbottoms and a pink scarf aren't to be wear by women with silver pant or motorcycle riding people,3.3
There is no daughter riding a horse,The daughter is trot on the horse,3.3
Two boys are laying in the ocean close to the beach,two boys are laying in the water close to the beach,4.4
A daughter is skipping rope in a park,A girl is skiing rope on a sidewalk,4.0
A girl in blue sweater is holding a multicolor toy and is seated on the shoulders of an old man with grey hair,A daughter in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,4.6
A cyclist is performing a trick over a heavily graphitized wall,A cyclist is performing a leap on a bicycle,3.585
A young daughter with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hand as she is sliding,4.7
The men are fighting with their fist in a ring,Two men are fist fighting in a ring,4.8
three boys are resting on rocks along a river,Three boys are walking on rocks along a river,3.8
two kids are pushing an inflatable crocodile in a pool,two kid are taking out a green colored crocodile float from a swimming pool,4.2
Two team are enthusiastically playing soccer,Different team are playing football on a field,3.8
The soccer player is not kicking the ball between somebody's legs,A person is kicking a soccer ball between their foot,3.1
Two giant_panda are lying together,Two child pandas are playing,3.2
three men are lying on a hill and looking at the mountains and sky,Three men are sitting on a hill and looking at the mountain and sky,4.2
two people are kickboxing and spectator are not watching,two people are kickboxing and spectators are watching,3.4
The rider on the blue and black motocross motorcycle is not wearing the pants,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",3.2
video game of two playing boys are on a couch,Someone is pouring ingredient into a pot,1.4
two people are sitting on a park bench on a hot day,Two women dressed in white and black are siting on a bench,3.6
The cop is not sitting on a police motorcycle,The cop is siting on a police motorcycle,3.5
two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another son is not looking,3.9
A group of people is seated relaxed on both sides of a red stone monument,A group of people is siting on both sides of a red stone structure,4.3
A car is riskily jumping over a girl,One daughter is jumping on the car,2.9
A woman is putting a child in a waste bin,The woman is not poking hole in the potato,1.185
two child are rolling in dirty water,Two child are rolling in mucky water,4.9
A woman is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is riding a motorcycle,2.7
A daughter dressed in purple and blue is walking beside her motorcycle at night,A woman in a purple top is walking a bicycle between two stone column,3.2
A man in a purple hat isn't climbing a rough wall with bare hand,A man in a purple hat is climbing a rough wall with bare hands,3.6
A small dog is lieing on a bed,A small dog is lieing on the bed,5.0
two child are rolled in muddy water,Two boys are laying in the ocean close to the beach,2.8
A person is cuting an onion,A person is eating a cut onion,3.4
A cyclist is holding a bicycle over his head in a group of people,A lone cyclist is putting down a bicycle,3.1
A man is perilously throwing knife at a tree,Some dangerous men with knives are throwing a bicycle against a tree,3.3
A cold cyclist is celebrating,A bicycle is being held over his head by a cyclist in a group of people,2.3
The young boy is riding a dirt bicycle through the mud,A young son is riding a dirt motorcycle through the mud,4.9
The boy is riding a bicycle on the top of a fence made of metal,A biker is riding along the top of a wall,3.8
An officer is talking to the recruit,The recruit are barking at the military officer,2.885
Two people are kickboxing and spectator are watching,Two young women are not sparing in a kickboxing battle,3.415
A child is not crawling happily,A cat is walking on a hardwood floor,1.1
A group of people is equiped with unprotective gear,A person in bicycling gear is standing steadily in front of some mountain,2.0
Some cheers are being performed by the girl in the blue and white uniform,"A daughter in a uniform, which is blue, is raising her arm.",4.2
two young men are cheerfully playing outside near a golden statue,Two young men are playing outside near a golden statue,4.4
The cop is sitting on a police motorcycle,The cop is siting on a police bicycle,4.8
Nobody is cutting a capsicum into piece,The person is slicing a clove of garlic into piece,3.1
Two team are playing soccer,different football player are teaming on a field,2.8
A young mother is playing with her son in the park,A young son is playing in the park with his mother,4.5
"Two toddler are eating corndogs in a wagon, which is truly small",Two young child are eating corndogs,4.5
two people are sitting in lawn chair and are reading books,Some people are sitting in lawn chair and are reading books,4.65
There is no man sprinkling shredded cheese on a pizza,A man is puting some cheese on a pizza,3.1
A woman is crouching down next to a dog and is smiling at a young girl siting on the sidewalk,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,4.8
A child is sneezing and frightening another child,A baby is sneezing and frightening another child,4.9
A man is sitting on a chair and ruing his eyes,A man with tattoo is lounging on a couch and is looking for a pencil,2.1
A woman in a white attire and a woman in a blue dress are standing on a stage,two adolescent girls are wearing fancy attire at an event,2.3
A child tiger is playing with a ball,A child is playing with a doll,2.1
The daughter is useing an eye pencil on her eyelid,The daughter is using a pencil for the eye on her eyelid,4.9
several women are taking off pink bunny ear and are pointing to the left,Women are wearing bunny ear and race numbers and are pointing at something in the distance,3.4
A woman is breaking two egg in a bowl,A woman is bowling two egg to a break dancer,2.0
A son is running away from the fishing line,A son is hanging a fishing rod and running in front of a fish,3.6
two child pandas are sleeping,two child giant_panda are playing,3.5
A daughter in a black hat is wearing a bikini at the beach,A black daughter with no bikini is wearing a hat at the beach,2.7
A woman who is wearing a pink boa is riding a bicycle down a bridge build for pedestrian,A woman who is wearing a pink scarf is riding a motorcycle down a bridge built for pedestrian,4.3
A young man in a white shirt and gold and black hat is siting with crossed legs,A young person in a white shirt and gold and black hat is sitting with crossed leg,4.7
A man is sprinkling seasoning on several chopped and buttered loaf of bread,There is no man sprinkling seasoning on several chopped and buttered loaf of bread,3.4
two young boys are wearing hat and sticking their colored tongue out,two kid are not sticking out blue and green colored tongue,3.8
Three women are seated together near woven walls,three women are seated in a village,3.5
"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain",two dogs are leaping through snowy grass and rocks,3.6
One son in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,Two male are standing on a cliff edge and one is jumping into the ocean,3.9
A woman is taping her fingers nervously,A woman is tapping her fingering,4.6
There is no person on a motorcycle jumping through the air with the sunlight flaring through the bicycle frame,A person on a bicycle is jumping through the air and the sunlight is flaring through the bicycle frame,4.2
The man is setting up the camera and taking sunset picture at the beach,The man is puting away the camera and walks away from the beach,3.5
A man is putting garlic on some slice of bread,A man is sprinkling seasoning on several chopped and buttered loaves of bread,4.3
The man with a difficult hat is dancing,A man is wearing a hard hat and dancing,5.0
three friends are making faces for the camera,three friends are making faces for a photograph,5.0
The son and the girl are playing and wearing arm floats,The son and the girl are not playing and wearing arm floats,3.6
A small guinea hog is gnawing and eating a piece of carrot on the floor,There is no small guinea pig gnawing and eating a piece of carrot on the floor,3.2
The child is being put into a rubbish can by a woman,A woman is puting the child into a rubbish can,4.9
A man in green is hitting a soccer ball and a man in purple and white is dropping down,A man in green is kicking a soccer ball and a man in purple and white is dropping down,4.4
A man is siting near a bicycle and is writing a note,A man is standing near a bicycle and is writing on a piece paper,3.6
A cat is playing a piano,A cat sung is being played on a piano,3.3
A man is seated comfortably at a table,A man wearing a dyed black shirt is sitting at the table and laughing,3.9
Some people are treading through the snow of the beautiful snowy landscape,four people are standing in thick snow and the sun is rising,2.9
two blokes are siting around a table and holding beer in their hands,A man in a white shirt and sunglass and a man in a black shirt and sunglass are sitting at a table with four beer bottle,4.0
A girl is hanging by gymnastic ropes,People are dangling from strap and kicking at each other,2.0
There is no person pouring olive petroleum into a pot on the stove,A person is pouring cooking oil into a pot,3.8
"three young men are running, jumping and kicking near a vending machine",three men are jumping on a wall,2.8
two people are riding motorbike,Dirt bikers are riding on a trail,3.6
The food on the tray isn't being eat by the kitten,The food on the tray is being eaten by the kitten,3.3
two dogs and two people are walking in the woods,Two dogs and two people are walking in a wood,4.5
two poodle are in the snow and one is lying down,two poodle are in the snow and one is jumping high,3.9
A man is wearing a difficult hat and dancing,A man with a difficult hat is dancing,4.7
two people in two chairs are talking,two people in two chair are reading,3.9
A child is watching person playing outdoors and is spouting water over the rest of his family,A son is holding a hose next to a man and another son is watching,3.0
Four kid are doing backbend in the park,four child are doing backbend in the park,4.8
The son is checking a calendar,A boy is checking a calendar,4.9
Five people are standing in the grass with three dog,five people are standing in the grass with some dogs,4.4
A man is getting on a horse on a track lay in the wild,A horse is tossing the cowboy wearing pant of blue and red color,2.1
There is no person riding a motorcycle along a muddy trail,A person is riding a bicycle along a mucky trail,3.3
A young daughter in a bikini is jumping on the beach,A young girl in a bikini is seated on the beach,3.6
A woman is wearing sunglass of large size and is holding newspaper in both hands,There is no woman wearing sunglass of large size and holding newspaper in both hand,3.8
A racer in full gear is wearing a helmet with sponsor logo and is riding a red sport motorbike,A man in a motocross uniform is wearing a helmet and rides a red motorbike,4.3
A person on a yellow bicycle is airborne,A person on a yellow dirt bicycle is taking a jump,4.3
A daughter in white is dancing,The blond girl is dancing in front of the sound equipment,3.3
two dogs are running and carrying a toy in their mouth,Two dog are running and carrying an object in their mouths,4.3
A girl in gold and purple is holding a rainbow afghan,A daughter is carrying a lot of colorful scarves on the beach,2.3
A football player in a purple jersey is runing with the ball for a touchdown,A person playing football is running past an official carrying a football,4.1
Two toddler are eating on a actually small wagon full of corndogs,"Two toddler are eating corndogs in a wagon, which is truly small",3.9
A dog is chasing another and is holding a piece of wood in its mouth,two dogs are running and carrying an object in their mouth,3.9
There is no little girl with blond hair smiling and siting on a swing,A little daughter with blond hair is smiling and sitting on a swing,3.7
A woman in jean is seated on the saddle of a horse,A person wearing denim is sitting on top of a horse saddle,4.3
Five adult are sitting on stone step,five adult are sitting on steps made of stone,4.9
A chubby faced boy is wearing sunglass,sunglasses are being worn by a son,4.5
A person is cutting a capsicum into piece,One person is slicing a clove of garlic into piece,3.5
A dog is seated on the ground,A girl is tapping her fingernail,1.0
Two boys are wearing brown shirt and are tugging at a rope on a wooden platform,two twin preteen kids are dueling with sticks,2.4
A man with paint covered clothes is seated outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.8
A young swimmer is sitting in a bathing lawsuit and waiting for the next race,A kid is waiting wearing swimming gear,3.515
People are seated at square tables in a red room,Several people are sitting at little table in a darkened room,3.4
two women dressed in white and black are sitting on a bench,Two people are seated on a park bench on a rainy day,3.9
"two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow,3.2
"Two toddler are sleeping in a wagon, which is truly small",Two young kid are eating corndogs,1.6
A policeman is sitting tiredly on a motorbike,The cop is siting on a police motorcycle,4.1
A young son isn't climbing a wall make of rock,The young son is climbing the wall made of rock,4.1
A young son is siting in a bathing suit and waiting for the next race,A kid is seated wearing swim gear,4.4
Some angry racer on the green grass are yelling at the horses jumping an obstacle,"The Jockeys are racing horses on the field, which is wholly green",2.8
A group of Asian girl are standing together,two girls are laughing and other girl are watching them,2.4
Children in swimming suit are not playing in the water,Children in swimming suit are playing in the water,4.2
A man in a hat is pacing through a shop,The man in a cowboy hat is walking through a marketplace and is putting a hand in his pocket,3.1
There is no daughter laughing and there is no other daughter watching,A group of Asian girl are standing together,1.8
A woman is surfing,A fearful little son is on a climbing wall,1.0
Two men are walking through the water,two men are standing in the ocean,3.5
A big group of people are standing and two are sitting on the sofa,A group of five young adult are lounging indoors,3.5
A child is playing with a water spout outdoors and the rest of his family is watching,A boy is holding a hose next to a man and another son is watching,3.6
video game of two playing boys are on a couch,two boys on a couch are playing video game,3.9
A child is smiling at the camera and swiming underwater,A child is swiming underwater in a pool,4.1
A bicycle rider in a black and red uniform is standing on a dirt motorcycle,A black bicycle rider in a red bicycle uniform is standing in the dirt,3.7
The boy is not riding a motorcycle on the top of a metal wall,A biker is riding along the top of a wall,2.9
"A woman is taking off a cloak, which is very large, and revealing an extravagant attire","A black, red, white and pink attire is being wear by a woman",3.4
two men are fighting in a cow pasture,Two men are fighting in a pen for cattle,3.8
A son and a girl in swimsuit are wearing arm float,A boy and a girl in swimsuit are wearing floats for their arms,4.9
An elderly man is siting on a bench,The woman is sitting on a bench and is wearing a gray jacket and black pants,2.8
A dog is standing with its two front paw on a rock in a field,The dog is standing with its two front paw on a rock in the field,5.0
A woman is seated and looking at the waterfall,A rocker is seated with a t-shirt that has a man over a grey waterfall on the front,2.5
The blond girl with the pink top is smiling and wearing amusing glasses with a large nose attached,A little daughter is smiling and wearing a fake nose and glasses,4.1
A baby is sneezing and scaring another child,A child is cheering another baby,3.3
A boy is playing on a toy telephone,A son is playing on a toy,4.6
There is no woman pouring ingredient into a bowl,A woman is pouring ingredients into a bowl,4.0
A brown and white dog is runing through the river,An animal is emerging from a lake,2.5
two boys and a man are playing games at an arcade,Two kid and a man are playing games at an arcade,4.6
A person is sitting and wearing a grass hat,A person is wearing a hat and is seated on the grass,3.4
two white dogs are playing with a brown dog and a tennis ball,Two white dogs and one brown dog are chasing a ball,4.0
A white bicycle and a yellow motorcycle are racing down the track,Two race car are on a road in front of a grassy parking area,1.9
A hose is being hold by a son next to a man and another boy is watching,A boy is holding a hose next to a man and another boy is watching,4.9
The woman is stiring egg in a bowl,The woman isn't stirring egg in a bowl,3.9
Five adult are sitting on stone steps,People are seated near a wall,3.0
A man on a yellow sport bicycle is doing a wheelie and a friend on a white motorcycle is catching up,A man on a yellow sport bicycle is doing a wheelie and a friend on a black bicycle is catching up,4.1
A nude lady is walking in front of a crowd in body paint,A topless daughter is covered in paint,3.8
four dogs are playing in a grassy area,four dogs are not playing in a grassy area,2.9
A man is outside and is throwing blade at a close target,The man is hurling knives at a tree,3.5
The daughter is trot on the horse,A man on a motorbike is not riding on one steering_wheel,1.0
A man is ignoring a daughter via an internet camera,A son in his teens is talking to a girl with a webcam,3.2
A man with tattoo is holding a couch with a pencil,A man is seated on a chair and ruing his eyes,2.0
A woman is cutting some flower,There is no woman cuting broccoli,2.3
