id	sim	sent_1	sent_2
SMTeuroparl#SP65	4.8	المجلس الأوروبي سوف يناقش كذلك حالة التقدّم في مفاوضات الإنضمام وبالتالي التوسيع.	وأضاف أنّ المجلس الأوروبي سوف يناقش حالة التقدّم في مفاوضات الانضمام وبالتالي التوسيع.
SMTeuroparl#SP66	4.4	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.	حزبي لديه تحفظات عميقة حول تنظيم بيع السلع الإستهلاكيّة عن طريق التشريع كما أنّه يعبّر عن تحفظات بشأن مفهوم الإعتراف المتبادل بالمعايير.
SMTeuroparl#SP70	4.75	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	لذلك أعتقد أيضا أنّ هذه المصالحة يمكن أن تأخذ ولكنّ الحكومة الّتي وجدت بشجاعة فائقة حلاّ لقضيّة الجامعة وللعديد من المشاكل تحتاج إلى علامات واضحة للنّجاح كما تحتاج إلى دعم قويّ مخافة أن يتمّ تهديد السلام في المنطقة.
SMTeuroparl#SP71	5	ٳن هناك تفسيرات لازمة لِارتفاع حدوث مرض جنون البقر ليس فقط في فرنسا و ٳنما في الدول الأعضاء الأخرى أيضا.	يجب علينا بكلّ وضوح أنّ نحدّد أسباب الارتفاع في حالات الإصابة بمرض جنون البقر، ليس فقط في فرنسا ولكن في الدول الأعضاء أيضا.
SMTeuroparl#SP73	4.6	بالتأكيد على الدعوات المقدمة من قبل البرلمان الأوروبي في قراره الصادر في 16 مارس 2000، ماهي المبادرات التي قدمتها رئاسة المجلس الأوروبي لتأخذ بعين الِاعتبار للعب دور أكثر نشاطا حتى تضمن التطبيق الكامل و التام لخطة الأمم المتحدة للسلام ؟	مثلما قد دعا البرلمان الأوروبي في قراره 16 مارس 2000 أنّهم مبادرات رئاسة المجلس الأوروبي تنوي إتّخاذها للعب دور أكثر نشاطا من أجل ضمان التطبيق التام لخطّة الأمم المتحدة للسلام.
SMTeuroparl#SP75	4.8	أتساءل عمّا إذا كان المفوضّ قد صمّم أي خطوات في هذا الصدد ليتبيّن أنّ كوستونيتشا الممثل الشرعي المنتخب الوحيد الّذي يتعامل معه الإتحاد الأوروبي من هذا اليوم.	أتساءل عمّا إذا كان المفوض قد قدم الخطوات التي من شأنها أن تجعل من الممكن إظهار أننا نعتبر كونيتشا ممثلا قانونيا منتخبا للشعب الصربي و كشريك معه سيخاطب الإتحاد الأوروبي الآن.
SMTeuroparl#SP76	4.6	وضع العلامات على لحوم البقر الّتي تمّ الإتفاق عليها والّذي شكل الحدّ الأدنى لوضع العلامات والّذي بدأ سريانه منذ شهرين ونصف لا يجعل من الممكن تعقّب مصدر الحيوانات بشكل كاف وكنّا بطيئين جدا لحظر المواد المحدّدة منها.	وضع العلامات على لحوم البقر الّذي تمّ إقراره، الّذي هوّ الحد الأدنى ووضع العلامات الّذي سرى مفعوله لشهرين ونصف لا يتعقّب مصدر الحيوانات بشكل صحيح ولقد حضرنا مؤخّرا قليلا المواد الخطيرة المحدّدة.
SMTeuroparl#SP80	5	الهدف من المراجعة السنويّة هوّ تحديد التحسينات المحتملة.	يهدف التقرير السنوي إلى تحديد التحسينات المحتملة.
SMTeuroparl#SP81	4.8	هناك حاجة ملحّة عقب الهجمات الأخيرة على الأقليّة اليونانيّة بهيمرا إلى تعزيز التدابير الديمقراطيّة وتدابير لتعزيز المؤسّسات وإحترام حقوق الإنسان في ألبانيا.	الأحداث الأخيرة ضدّ الأقليّة اليونانيّة بهيمرا جعلت أكثر إلزاما إحتياجنا تعزيز التدابير لإرساء الديمقراطيّة، بناء المؤسّسات وإحترام حقوق الإنسان في ألبانيا.
SMTeuroparl#SP84	4.8	وأنا أقول لك بصوت عال ووضاح، كوستونيتشا يجب أن يعطي العفو في الأسبوعين أو الشهرين المقبلين، ولكن وفي الوقت نفسه أنا أريد بشدّة إدراج هذان الخطّان في بنود الميزانيّة: التحوّل الدّيمقراطي وإعادة الأعمار، أن يكونا مصحوبين بالظروف السياسيّة سواء من منظور سياسي أو مالي.	وأقول هذا لك بوضوح، يجب أن نعطي فرصته لكوستونيتشا، وبالتالي آمل أنّها سوف تضمن عفوا خلال الأسابيع أو الأشهر المقبلة، ولكن وفي هذه الأثناء من الناحية السياسيّة ومن النّاحية الماليّة، الظروف السياسية هي مرتبطة بإدراج هذان البندان الجديدان بالميزانيّة وأسمّي هنا الدّيمقراطيّة وإعادة الأعمار.
SMTeuroparl#SP86	5	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و من خلال مبادئ عامة توجيهية.	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و مبادئ عامة توجيهية.
SMTeuroparl#SP89	4.9	معرفة اللغات الأجنبية مقبول كأداة للتحرك.	من المسلم به أنّ معرفة اللغات الأجنبية شرط أساسي للتحرّك.
SMTeuroparl#SP90	4.4	يجب أن يكون هنالك بصدق مركزا لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على مستوى كل منطقة على حدة.	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على المستوى المحلي.
SMTeuroparl#SP92	4.4	قد سمعنا أنّ رئاسة المجلس السابقة أوّلا هيكلت ثمّ ألغت وزارة المساواة.	لقد سمعنا أنّ الرئاسة السابقة قد هيكلت ثمّ قامت بتفكيك وزارة تكافئ الفرص.
SMTeuroparl#SP96	5	البرلمان قبل التعديل الشفوي.	البرلمان قبل التعديل الشفوي.
SMTeuroparl#SP97	4.6	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	السيّد الرّئيس، التوسيع أمر ضروري من أجل بناء قارّة قويّة وممتدّة في أوروبا.
SMTeuroparl#SP99	5	حول الوضع في بورما.	حول الوضع في بورما.
SMTeuroparl#SP100	5	الرئاسة الفرنسيّة تشكركم، سيدتي الرئيسة، على هذا التعاون، على هذا الدّعم، وعلى حفاوة الإستقبال الّذي قدّمتموه لنا.	لهذا التعاون، ولدعمكم و لترحيبكم الحار، سيدتي الرئيسة، السيّدات والسادة، الرئاسة الفرنسيّة تشكركم.
SMTeuroparl#SP101	4.6	درس هذا البرلمان لهذا الصباح يجب أن يكون أننا يجب أن نخلص إلى أنّ القوانين البحرية في جميع أنحاء العالم هي في حالة من الفوضى و يجب علينا أن نبدأ سلسلة من التغيرات لوضعهم في الوضع الصحيح.	الدرس الذي يجب أن يحتفظ به هذا المجلس في مناقشته لهذا الصباح هي أننا مجبورون إلى أن نخلص إلى أنّ القوانين هي بحرية في جميع أنحاء العالم، في حالة من الفوضى، و أننا يجب أن نطيل النظر في مهمتهم لجلب النظام.
SMTeuroparl#SP104	4.8	لسوء الحظ، آخر هدف لدستور أوروبي سوف يكون تماما العكس، و كنتيجة لذلك، لن نستطيع بالطبع التصويت له.	لسوء الحظ الهدف الأخير لدستور أوروبي سوف يكون تجديدا العكس و بالطبع لا أن نستطيع أن نوافق.
SMTeuroparl#SP105	4.6	خطوة في الإتجاه الصحيح و التي قد كان الِاتحاد الأوروبي يسعى جاهدا من أجل تحقيقها لفترة طويلة الآن هي ٳنشاء وحدة مؤقتة للتعاون القضائي.	إنّ انشاء وحدة مؤقتة للتعاون القضائي هي خطوة في الإتجاه الصحيح، التي قد كان البرلمان الأوروبي يسعى من أجل تحقيقها لفترة طويلة.
SMTeuroparl#SP106	5	إغلاق النقاش	إغلاق النقاش
SMTeuroparl#SP107	4.4	أولئك الذين يرفضون و يتمتعون بنفس حرية التنقل مثل المسافر خارج سيارة.	أولئك الذين يرفضون التعاون المعزز عندهم نفس حريّة التنقل التي الركاب المقعد الخلفي لسيارة.
SMTeuroparl#SP108	4.4	الأسوأ من ذلك أعتقد، هو الحاجة إلى إصدار تحذير من أنّ حكم المحكمة لصالحهم يمكن فقط مجموعة من الكلمات المطمئنة و لا تحدث أي تغيير حقيقي في حياتهم.	حسب رأيي ليس هنالك أسوأ من وجوب ٳعلام الناس ليكون موضوعا في صالحهم يمكن أن يكون مجموعة من الكلمات و ليس لديهم مخاوف على وجودهم.
SMTeuroparl#SP109	4.4	أثناء سحب القرار، مع ذلك، أعبر عن القناعة أن هذا البرلمان قد كان يمكن أن يجعل صوته مسموعا أكثر إذا، تحسبا لمجلس نيس، كان قد كرس قرار محددا و مفصلا لهذه المواضيع المهمة و الصعبة للمؤتمر الحكومي الدولي بدل التعامل معهم في قرار واحد يتضمن كل النقاط الأخرى على جدول أعمال المجلس.	من خلال سحب قرارنا، أنا، مع ذلك، مقتنع أن البرلمان كان يمكن أن يفعل أكثر ليكرس صوته، نظرا لمجلس نيس، قرار معينا منفصلا و المواضيع الهامة للغاية و الصعبة إذا كان المؤتمر الحكومي الدولي بدلا من معاملتهم داخل إطار قرار واحد يشمل كذلك كل النقاط الأخرى على جدول الأعمال للمجلس.
SMTeuroparl#SP110	5	لابد أني قد أعجبت بتقرير مدققي الحسابات بأنه قد كان أكثر قليلا سهل الاستعمال و لتقديم عدد من التوصيات الواضحة على سبيل المثال واحد أو إثنان لكل فصل.	كنت قد أعجب أيضا بتقرير مدقق الحسابات كان قليلا سهل الإستعمال و أنه قد قدّمت بعض التوصيات الواضحة – على سبيل المثال، واحد أو توصيتان لكل فصل.
SMTeuroparl#SP114	4.4	لقد لم يتم إدانة سلوفاكيا إلى القسم الثاني و من المنطقي انها يجب أن ترغب في الانضمام معا إلى جمهورية التشيك.	سلوفاكيا لم يحكم عليها بالبقاء في مجموعة الثانية و إنه لمنطقي أنها تتمنى الانضمام للاتحاد في نفس الوقت مثل جمهورية التشيك.
SMTeuroparl#SP115	4.8	نرحب بالتدابير المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المعتمدة من قبل اللجنة العامة بخصوص ٳجراءات التسجيل للمنظمات الغير حكومية للمشاركة في العملية التحضيرية و الدورة الاستثنائية في سبتمبر 2001.	نرحب بالتحضيرات المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المقررة من قبل الجمعية العامة فيما يتعلق بطريقة اعتماد المنظمات الغير حكومية في العملية التحضيرية و الدورة الاستثنائية في سبتمبر 2001.
SMTeuroparl#SP117	4.4	هذه منطقة غامضة، و من الممكن أن تحضيرات أكثر تعقيدا يمكن أن تبقى قيد العمل، و هذه نقطة واحدة بشأنها تتعلق التعديلات التي كنا قد جدولناها.	إنه من غير الواضح فيما يخص هذه النقطة، و إنه من المستحيل أن يستطيع أن تبقي قيد العمل تدابير أكثر تعقيدا، خاصة فيما يتعلق بهذه النقطة من التعديلات التي جدولناها.
SMTeuroparl#SP118	5	السيد غيسوت، السفن اليونانية قد غرقت بدون ٳنذار عندما كان هناك لا عواصف في المناطق المجاورة.	السفن اليونانية تم ٳغراقها، بدون أي عاصفة حولها، السيد غيسوت.
SMTeuroparl#SP119	4.6	للأسف ٳن آخر هدف لدستور أوروبي سوف يكون العكس تمام و بالتالي لن نستطيع طبعا التصويت له .	للأسف إنّ الهدف النهائي لدستور أوروبي سوف يكون معاكسا و من الواضح أننا لا نستطيع أن ندعمه.
SMTeuroparl#SP122	4.6	إنه هذا النوع من المستقبل الذي أودّ أيضا أن أراه في دول أخرى داخل الاتحاد الأوروبي.	هذا تطور من هذا النوع الذي أتمناه للدول الأعضاء الأخرى في الِاتحاد الأروبي.
SMTeuroparl#SP123	4.5	لجنة الشؤون القانونية و السوق الداخلية حاليا تصرّ على أنّ لا حد أعلى و لا أدنى من ما لا يقل عن 7 % .	من الحق القول أن لجنة الشؤون القانونية مستمرة في رفض الحد الأعلى و المحافظة عل معدل أدنى و الذي لا يمكن أن يكون أقل من 7 %.
SMTeuroparl#SP125	5	يجب أن يكون هنالك بصدق مركز لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز الإمتياز للسلامة الغذائية على مستوى كل منطقة على حدة .	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على المستوى المحلي.
SMTeuroparl#SP127	4.4	ٳنه سوف يحاكم في الثامن من جانفي بتهمة حضور اِجتماع للمعارضة التونسية في فرنسا ، الأمر الذي نفاه.	إنها نمضي في محاكمة في 8 جانفي من العام المقبل وقع اتهامها بالمشاركة في اجتماع للمعارضين التونسيين في فرنسا، و بالفعل أنكرته.
SMTeuroparl#SP128	4.8	وضع العلامات على لحوم البقر الّذي تمّ إقراره، الّذي هوّ الحد الأدنى ووضع العلامات الّذي سرى مفعوله لشهرين ونصف لا يتعقّب مصدر الحيوانات بشكل صحيح ولقد حضرنا مؤخّرا قليلا المواد الخطيرة المحدّدة.	وضع العلامات على لحوم البقر الذي تم تقريره، و الذي شكل الحد الأدنى لوضع العلامات و الذي بدأ سريانه فقط منذ شهرين و نصف، لا يجعل من الممكن العودة بشكل مناسب إلى مصدر الحيوانات و منعنا بشكل متأخر غير مقبول المواد الخطرة المحددة.
SMTeuroparl#SP137	4.75	أشدد على هذه النقطة لأن السوق لا يمكن أن ينظم كل شيء و لهذا السبب المنافسة ليست غير مقيدة تماما و لا ينبغ لها أن تكون.	أشدد على هذه النقطة لأن السوق يستطيع أن يجد حلا لكل شيء و، بهذا المعني، لا يمكن أن يكون هناك أي منافسة بدون حدود.
SMTeuroparl#SP138	4.6	بدون شك، كان من الأفضل ألا يكون هنالك اِتفاق على الإطلاق بدلا من الِاتفاق الهزيل و صحيح في هذه الحالة، أن المقترح الأمريكي هو اِقتراح من الدرجة الثالثة، و هو الذي كان غير مقبول تماما بالنسبة لأوروبا.	من دون شك، كان من الأفضل ألاّ يكون هناك اتفاق على هذا السيء و، في هذه الحالة، المقرح الأمريكي كان اقتراح مع التنازل، الذي كان غير مقبول تماما من قبل أوروبا.
SMTeuroparl#SP139	4.4	مما يثلج الصدر أنّ البرلمان الأوروبي قد نجح في إنتاج أغلبيّة كبيرة مؤيّدة لمزيد من الإنفتاح.	يجب أن نرحب بحقيقة أنّ هذا المجلس قد تمكّن من أن يجمع أغلبية كبيرة مؤيدة لمقدار أكبر من الشفافية.
SMTeuroparl#SP140	4.4	على العكس من ذلك، تأثير الديمقراطيات الوطنية يجري تقليصه أكثر فأكثر بسبب مزيد قيود حق النقض و حقيقة أن البرلمان الأوروبي قد و مازال يعطي أكثر سلطة.	على العكس، قوة الديمقراطيات الوطنية تقلصت طمعا في الحد المتزايد في حق النقض (الفيتو) و في اعطاء أكثر قوة من ذي قبل في برلمان الاتحاد الأوروبي.
SMTeuroparl#SP145	4.4	قد سمعنا أنّ رئاسة المجلس السابقة أوّلا هيكلت ثمّ ألغت وزارة المساواة.	قد سمعنا أن الرئاسة السابقة أعيدت أول هيكلة يمكن فككت وزارة تكافؤ الفرص.
SMTeuroparl#SP148	5	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.
SMTeuroparl#SP149	4.6	نرحب بالترتيبات المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المعتمدة من قبل الجمعية العامة بشأن إجراءات تسجيل المنظمات الغير حكومية للتسجيل في العملية التحضيرية و الدورة الإستثنائية في سبتمبر 2001.	نرحب بالأحكام المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المقررة من قبل الجمعية العامة فيما يتعلق بطريقة إعتماد المنظمات الغير حكومية و عملية الإعداد و الدورة الإستثنائية في سبتمبر 2001.
SMTeuroparl#SP154	5	عندما نواجه بخطر محتمل، من المهم تطبيق مبادئ وقائية.	عندما نواجه بخطر محتل، من المهم أنّ نطيق مبادئ وقائية.
SMTeuroparl#SP157	4.6	هذه الأهداف، الهدف المهمّ منها والثانويّة، سوف تكون المعيار الّذي يحكم من خلاله على المقترحات الملموسة الّتي قدّمتها اللّجنة.	هذه الأهداف، هدف من الأهداف الأولية و الثانوية، حجر الزاوية للسماح لنا بأن نحكم على المقترحات الملموسة من قبل اللجنة.
SMTeuroparl#SP158	5	حول الوضع في بورما.	حول الوضع في بورما.
SMTeuroparl#SP159	4.4	أثناء سحب القرار، مع ذلك، أعبر عن القناعة أن هذا البرلمان قد كان يمكن أن يجعل صوته مسموعا أكثر إذا، تحسبا لمجلس نيس، كان قد كرس قرار محددا و مفصلا لهذه المواضيع المهمة و الصعبة للمؤتمر الحكومي الدولي بدل التعامل معهم في قرار واحد يتضمن كل النقاط الأخرى على جدول أعمال المجلس.	مع سحب قرارنا، أعبر، مع ذلك عن القناعة أن برلماننا كان قد كان يستطيع أن يفعل ما هو أفضل ليسمع صوته أ ثناء تكرسه، لمجلس نيس، قرار محددا و مفصلا للمواضيع المهمة جدا و الصعبة جدا للمؤتمر الحكومي الدولي بدل أن تتعامل معهم في إطار قرار واحد فقط كذلك تتضمن كل النقاط الأخرى على جدول أعمال المجلس.
SMTeuroparl#SP162	5	التحرك مطلوب بسرعة، لذلك قررنا أن ندرج هذه المادة على جدول الأعمال.	هناك حاجة ملحّة و لهذا السبب قد قرّرنا وضع هذا على جدول الأعمال.
SMTeuroparl#SP163	4.857	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.
SMTeuroparl#SP165	5	أود أن أحث الرئاسة الفرنسية على بذل قصارى جهدها لتجاوز هذا الِانقسام لأنه مدمر للغاية.	أناشد على جناح السرعة، الرئاسة الفرنسية أن تقوم بكل شئ في وسعها لرأب الصدع المدمر بصفة خاصّة.
SMTeuroparl#SP168	4.4	يمكن للمرء بالفعل أن يرغب فيما هو أكثر و في التحسين، و لكن أعتقد بصراحة أننا قد قمنا ببداية جيدة.	نستطيع بالفعل أن نريدأكثر و ما هو أفضل و لكن أعتقد أنها بداية جيدة.
SMTeuroparl#SP169	4.6	لابد أني قد أعجبت بتقرير مدققي الحسابات بأنه قد كان أكثر قليلا سهل الاستعمال و لتقديم عدد من التوصيات الواضحة على سبيل المثال واحد أو إثنان لكل فصل.	كنت قد أعجب أيضا برؤية تقرير ديوان المحاسبات أكثر قليلا سهل الاستعمال و إذ كان قد قدّم القليل من التوصيات الواضحة على سبيل المثال واحد أو توصيتان لكل فصل.
SMTeuroparl#SP170	4.8	ثانيا، قول لا لفكرة الانفجار الكبير لدمج الدول المترشحة في نفس الوقت كمجموعة كبيرة، لأنّ ذلك يعمل ضدّ مبدأ أنّ كل بلد يجب أن يتم السماح له بالدخول وفق حيثياته الخاصة.	ثانيا، يجب أن نقول "لا" للمفهوم المتعارف عليه أنّ الانفجار الكبير و إنّ في نفس الوقت، مجموعة كبيرة من البلدان، لأنّ ذلك سوف يكون في تناقض مع مبدأ قبول ضم كل بلد وفق لحيثياته.
SMTeuroparl#SP173	5	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	و نظرا لهذه الحقائق، الحاجة إلى مشاركة أكبر و فاعلية أكبر في الكفاح ضدّ الفقر و التخلف هي أمر ضروري.
SMTeuroparl#SP174	4.6	حزبي لديه تحفظات جدية حول قانون المجتمع المطبق على بيع السلع الاستهلاكية مقابل تطبيق مفهوم الاعتراف المتبادل بالمعايير.	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.
SMTeuroparl#SP175	5	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	أمام هذا الوضع، الحاجة إلى مشاركة أكبر و فعالية أكبر في الكفاح ضد الفقر و التخلف هي أمر ضروري.
SMTeuroparl#SP176	4.6	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	لهذا السبب أعتقد أيضا أن هذه المصالحة، يمكن أن تأخذ، و لكن، الحكومة التي وجدت بشجاعة فائقة حلا لقضية الجامعات و للعديد من المشاكل نحتاج إلى علامات واضحة و لدعم قوي و إلا فالسلام هدد في المنطقة جملة.
SMTeuroparl#SP180	5	عندما يتم مواجهتنا بخطر محتمل، من الضروري تطبيق مبادئ احتياطية /احترازية/وقائية.	عندما يتم مواجهتنا بخطر محتمل، من المهم أن نضع حيز التطبيق مبدأ الحيطة.
SMTeuroparl#SP182	4.6	قد سمعنا أن رئاسة المجلس السابقة أولا ٳعادة هيكلة ثم بعد ذلك ألغت وزارة المساواة.	قد سمعنا أن الرئاسة السابقة أولا ٳعادة هيكلة ثم فككت وزارة تكافئ الفرص.
SMTeuroparl#SP184	5	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.
SMTeuroparl#SP185	4.8	إما أن نكون في النادي أو أن نكون خارجه، و إنّه مهم بصورة خاصة أن نقبل هذا.	إما أن نكون جزءا في النادي، أو أن لا نكون و يجب بالتالي أن نخضع لهذا القرار.
SMTeuroparl#SP186	4.4	إنه حال أوضاع مشينة عندما نعتبر الإتحاد الأوروبي نفسه هو بطل الممارسات التجارية الحديثة.	إنها لوصمة عار عندما تضنّ أنّ الإتحاد الأوروبي ينشّئ بطلا للتحديث للحياة الاقتصادية.
SMTeuroparl#SP187	4.6	هذا ما قد قمنا به، لقد تفادينا أزمة اقتصادية بالذهاب إلى المادة 272؛ المنظور المالي قد تمّ الحفاظ عليه، رغم أننا قد استعملنا أداة المرونة.	إنّه ما قمنا به، اجتنبنا أزمة في الميزانيّة عندما عدنا إلى المادة 272؛ المناظير المالية قد تم الحفاظ عليها، حتى لو استخدمنا أداة المرونة.
SMTeuroparl#SP188	4.8	التصاريح يجب أن تُتْبع بخطوات ملموسة لتتعقّب و تجمّد و تغتنم و تصادر عائدات الجريمة.	التصاريح يجب أن تُتْبع بإجراءات ملموسة لتتعرف على و تجمّد و تغتنم منتجات الجريمة.
SMTeuroparl#SP189	4.4	السيد الرئيس، سيداتي سادتي، يجب أن أقول بعض كلمات بخصوص القرار المشترك و الذي سوف يمرر بطبيعة الحال.	السيد الرئيس، سيداتي سادتي، أود أن أتكلم بخصوص القرار المشترك الذي من الواضح سوف نصوت بشأنه.
SMTeuroparl#SP191	4.4	إنها مسألة على غاية من الأهمية القصوى و التي من العجيب جذبت القليل جدا من الاهتمام العام.	المهمة الأكثر إلحاحا، و التي هي مع ذلك، ليس لها اهتمام نابض من قبل العامة.
SMTeuroparl#SP192	4.8	أدعو براغ للرد على هذه الإشارة، هذا التحدي، هذا النداء من أجل الحوار لمنح طلبنا و لضمان ،بمعية مجلسنا , أن هذا الإرث من الحقبة القومية يمكن أن يرسل ٳلى الماضي.	أدعو براغ لاغتنام هذه الفرصة، هذه الدعوة، هذا الطلب للحوار، أن يواصل البحث و أن يضمن أنه، بمعية هذا المجلس، هذه الآثار العصر القومي يمكن أن يتمّ التخلي عنها.
SMTeuroparl#SP193	4.8	أخيرا و الأكثر ٳثارة للجدل، دعت اللجنة بقوة ٳلى اِستخدام ٳجراء المسار السريع لتطبيق هذا التشريع.	أخيرا، و هذا شيءٌ الأكثر مثيرا للجدل، اللجنة قد دعت بحدّة الى استخدام إجراء المسار السريع لتطبيق هذا التشريع.
SMTeuroparl#SP194	4.8	هناك، بالطبع، حدث هام جدا، و هو أنّه قد تمّ إحراز بداية مع صنف رابع و بالنظر إلى كيف سنتعامل معها، و لكن هو من غير الواضح تماما الآن إذا ما كنّا قد نجحنا في إيجاد حل لهذا، جزئيا لأن المجلس يرفض أن يكون له مساهمة كافية في عمليّة التفكير المصاحبة.	هناك بالطبع، نقطة مهمة جدا هي حقيقة أننا بدأنا في صنف رابع، مع نهجها، و لكننا لا نعرف بعد جيدا إذا نجحنا في إيجاد حل للمشكل ليس أقلها لأنّ المجلس لا يرغب في المشاركة بما فيه الكفاية في التفكير العميق.
SMTeuroparl#SP195	4.8	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	لذلك أعتقد أيضا أنّ هذه المصالحة يمكن أن تصمد و لكنّ، الحكومة التي بشجاعة كبيرة وجدت حلا مع السؤال في الجامعات و للعديد من المشاكل الأخرى، تحتاج إلى علامات واضحة للنجاح، كذلك إلى دعم قوي، تحت عقوبة رؤية السلام مهددا ككل في المنطقة.
SMTeuroparl#SP196	4.8	هذا أيضا موقف يوصي به المقرر و يشاركه فيه حزب الشعب الأوروبي.	هذا هو الموقف المدافع عنه من قبل المقرر و المشترك من قبل حزب الشعب الأوروبي.
SMTeuroparl#SP197	5	الموافقة على محضر الجلسة السابقة.	الموافقة على محضر الجلسة السابقة.
SMTeuroparl#SP198	4.8	البرلمان يقبل التعديل الشفوي.	البرلمان يقبل التعديل الشفوي.
SMTeuroparl#SP199	5	ثالثا، قبول التوسيع و آفاقه الإيجابية على الدول على حدة و على الإتحاد الأوروبي ككل تعتمد أساسا- و الدنمارك أثبت هذا- على تفكيك العجز الاجتماعي و الديمقراطي للسياسة الأوروبية.	ثالثا، قبول التوسيع و آفاقه الإيجابية للدول المختلفة و الإتحاد الأوروبي جملة - مثال الدنمارك هو هناك ليبين ذلك لنا- القضاء على العجز الاجتماعي و الديمقراطي من أجل السياسة الأوروبية.
SMTeuroparl#SP200	4.6	ذلك قد تمّ تغييره بسبب الٳنتقادات، خاصة من قبل إيرلندا و فرنسا، و تركيزٍ مختلفٍ قد تمّ تسليطه الآن عليه من قبل مستشار وزير الخزانة البريطاني: إنه الآن يتم تصويره كرسمٍ للمستخدم للجميع بما في ذلك سائقي الشاحنات البريطانيّة.	مواجها بالانتقادات، خاصة تلك في إيرلندا و فرنسا، مستشار وزير الخزانة البريطاني، قدم تفسير مختلفا: ٳنها الآن ضريبة على كل المستخدمين، بما في ذلك ساﺋقي العربات الثقيلة لنقل البضاﺋع البريطانيين.
SMTeuroparl#SP203	4.8	( علّقت الجلسة على الساعة 14:06 و استأنفت على الساعة 15:00 )	( الاجتماع، المتوقف مع 14:06 تمّ أخذه مجددا على الساعة 15:00 )
SMTeuroparl#SP205	5	سؤال رقم 6 عبر (H-0886/00 ):	سؤال رقم 6 عبر (H-0886/00 ):
SMTeuroparl#SP207	5	معرفة اللغات الأجنبية مقبول كمطلب ضروري للتنقل.	من المتفق عليه أنّ معرفة اللغات الأجنبية هو شرط مسبق ضروري للتنقل.
