sent_1	sent_2	sim
El gobierno del estado ha iniciado una investigación sobre el caso y promete stomar medidas estrictas contra los culpabless.	El gobierno del estado de Chhattisgarh suspendió la campaña de esterilización, ordenó una investigación sobre la muerte de las mujeres que se sometieron a la cirugía y denunció a cuatro médicos.	1.8
sLos informes preliminares indican que los medicamentos administrados eran falsos y también que el equipo utilizado estaba oxidados, dijo un alto cargo del gobierno local, Siddharth Singh Komal Pardeshi, a Reuters.	sLos informes preliminares muestran que las medicinas utilizadas no eran las adecuadas y que los instrumentos estaban oxidadoss, ha explicado a la agencia Reuters Siddarth Komal Singh, un alto cargo del Gobierno local.	3.2
Una polaca de 91 años, Janina Kolkiewicz, despertó dentro de una bolsa para cadáveres en un tanatorio de Ostrów Lubelski once horas después de que una médico hubiese certificado su fallecimiento.	: La doctora Wieslawa Cyz, responsable de certificar el fallecimiento de Janina Kolkiewicz, aseguró que estaba “totalmente convencida” de que la mujer había muerto.	1.8
Un grupo de familiares de los 43 estudiantes de Ayotzinapa, normalistas y organizaciones sociales arrancaron una serie de caravanas que, en tres diferentes rutas, recorrerán varias ciudades del país en busca de apoyo ciudadano para que el gobierno federal clarifique la desaparición de los jóvenes y demande que la justicia se aplique para los responsables.	Los familiares de 43 estudiantes mexicanos desaparecidos desde septiembre iniciaron el jueves una marcha nacional para presionar al gobierno a poner más atención al caso.	1.8
Según el Ejército de EEUU, saviones de la coalición llevaron adelante ayer de noche una serie de ataques aéreos en Irak contra lo que se cree que era un encuentro de dirigentes del ISIS cerca de Mosuls, la segunda ciudad del país, ubicada en el norte y bajo control del grupo de radicales islamistas.	sPuedo confirmar que aviones de la coalición realizaron una serie de ataques aéreos ayer por la noche en Irak contra lo que fue evaluado como una reunión de líderes de ISIL cerca de Mosuls, comentó Ryder, que usó un acrónimo para Estado Islámico.	2.6
Bajo la atenta mirada de cientos de miles de espectadores, unos 7,000 globos se lanzaron a lo largo de 15 kilómetros del antiguo trazado del muro con el cuarto movimiento de la novena sinfonía de Beethoven, basado en la Oda a la Alegría del escritor alemán Friedrich von Schiller, de fondo.	El despegue de esta sFrontera de luzs, como se llama el proyecto de globos, al son de la conocida composición de Beethoven, himno de la Unión Europea y basada en la Oda a la Alegría del escritor alemán Friedrich von Schiller, constituía el momento álgido de las conmemoraciones.	2.6
La mayoría de los casos y de las muertes han ocurrido en Sierra Leona, Liberia y Guinea.	Recordó que hay cerca de 3.500 profesionales de la salud de MSF que están trabajando ahora en Liberia, Sierra Leona y Guinea Conakry, los países más afectados, algunos de los cuales han muerto.	2
El hombre más alto del mundo se casa con una siria.	El nepalí ostenta el título actualmente de ser el hombre más pequeño con vida y el más diminuto de la historia.	1.2
Loretta Lynch se convirtió ayer en la primera afroestadounidense postulada para la Secretaría de Justicia.	El presidente estadunidense Barack Obama hizo oficial hoy la nominación de la fiscal federal de Nueva York, Loretta Lynch, para ser procuradora de Justicia de Estados Unidos, en sustitución de Eric Holder.	2.6
Según la cadena Fox News, Obama podría anunciar un plan de diez puntos en materia de inmigración tan pronto como el 21 de noviembre, previo a las festividades del Día de Acción de Gracias, que usualmente se celebra el 24 de noviembre en todo el territorio estadounidense.	Ayer, la cadena televisiva Fox News dijo que Obama prevé presentar, tan pronto como el próximo 21 de noviembre, un plan de diez puntos para modificar las políticas migratorias mediante una acción ejecutiva.	3
Robert James O'Neill fue el hombre que aparentemente mató a Osama bin Laden en Abbotabad el 1 de mayo de 2011.	Y, efectivamente, en el tercer piso de la vivienda fue donde O'Neill afirma que mató a Bin Laden.	2.6
La caravana Daniel Solís Gallardo visitará Chiapas, Oaxaca, Morelos, Tlaxcala y finalizará en el Distrito Federal.	La segunda saldrá este jueves por la tarde hacia Chiapas, Oaxaca, Morelos y Tlaxcala y la tercera lo hará el sábado, aunque se limitará a la zona de Guerrero.	2.6
El módulo Philae ha colocado con éxito un termómetro en la superficie del cometa, mientras los científicos han recibido un flujo constante de datos procedentes de la sonda.	El módulo de descenso tuvo una accidentada llegada a la superficie del cometa 67P/Churyamov-Gerasimenko, a 510 millones de kilómetros de la Tierra.	1.6
El juez expuso en su sentencia que el capitán fue el máximo responsable del trágico final del naufragio, ya que retrasó la orden de evacuación, no tomó las medidas oportunas cuando el barco comezó a hundirse y posteriormente no realizó esfuerzos para rescatar a los pasajeros.	Lee admitió en el juicio que el pánico le paralizó y que no pudo tomar las smedidas adecuadass para tratar de salvar a los pasajeros.	1.6
La policía mata a un caníbal cuando se comía a una mujer en un hotel de Gales	Policiales a un caníbal que se estaba comiendo la cara de una mujer Gales del Sur El hombre, de 34 años, había salido de prisión hace dos semanas por violencia de género.	2.2
El Pentágono tendrá que gastarse miles de millones de dólares durante los próximos cinco años para reparar su arsenal nuclear, según anunciará el secretario de Defensa, Chuck Hagel, este viernes y ya ha adelantado el diario estadounidense 'The New York Times', después de que dos estudios del Pentágono concluyeran que hay sproblemas sistémicos afectando a la industria nuclears.	El Pentágono invertirá miles de millones de dólares para actualizar su arsenal e infraestructura nuclear, luego que informes internos revelaran una serie de “problemas sistémicos” de mantenimiento y de falta de personal, anunció este viernes el secretario de Defensa, Chuck Hagel.	3.6
La fiscalía había pedido la pena de muerte para Lee Joon-Seok, de 69 años, tras haber abandonado a su suerte a los 476 pasajeros del ferry cuando zozobró el 16 de abril.	El Tribunal de Distrito de Gwangju declaró a Lee Joon-seok, de 68 años, culpable de homicidio accidental, ya que escapó del buque sin atender a la seguridad de los pasajeros durante el naufragio del 16 de abril, en el que murieron 304 personas, de los que 9 continúan desaparecidos.	2.6
Rodolfo Orellana está acusado de blanqueo de dinero y asociación para delinquir, además de ser investigado por narcotráfico.	Orellana estaba prófugo en Perú desde hace más de 130 días y, además de afrontar los cargos se le imputan, es investigado en su país por presuntos nexos con el narcotráfico.	2
Hagel aseguró que sla causa fundamental ha sido una falta de atención y recursos sostenidas, lo que ha permitido que el arsenal nuclear sse deteriorase desde el final de la Guerra Frías.	sLa raíz del problema ha sido la falta de concentración, atención y recursos, lo que crea la sensación generalizada de que la carrera nuclear ofrece escasas oportunidades de desarrollo y avances.	1.2
Quizá no lo consigamos”, reconoció el presidente estadounidense Barack Obama, en una entrevista emitida por el canal CBS.	Quizá no lo consigamoss, reconoció el presidente estadounidense haciendo referencia a un acuerdo sobre la política nuclear iraní antes de la fecha límite del 24 de noviembre.	2.8
El ex líder soviético Mijail Gorbachov, uno de los grandes responsables de la apertura del Telón de Acero, quiere interceder a favor del presidente ruso, Vladimir Putin, en su encuentro con la canciller alemana, Angela Merkel, con motivo del 25 aniversario de la caída del Muro de Berlín.	“Defenderé con firmeza a Rusia y a su presidente Vladimir Putin”, en el foro político que tendrá lugar el domingo al margen de las celebraciones en Berlín, declaró Gorbachov a la agencia rusa Interfax.	1.4
El peruano Rodolfo Orellana, detenido hoy en la ciudad colombiana de Cali por supuestamente crear una gran trama criminal en su país, dijo en una breve declaración ante las cámaras de televisión que es sun perseguido políticos.	El empresario peruano Rodolfo Orellana, prófugo de la justicia de su país donde se le acusaba de dirigir una red criminal, fue detenido hoy en la ciudad de Cali en una operación conjunta entre las autoridades peruanas y colombianas, con el apoyo de Interpol y la DEA .	3
Bae y Miller llegaron hacia las 21, hora local , a la base conjunta Lewis-McChord en el estado de Washington.	Kenneth Bae es recibido por su familia en la Base Aérea Lewis-McChord en Fort Lewis, estado de Washington.	2.8
sEso pone fin al bloqueo de la OMC y abre la vía al Acuerdo de Facilitación del Comercios, afirmó en un comunicado la ministra india de Comercio, Nirmala Sitharaman.	sLa India y Estados Unidos han resuelto el punto muerto sobre la seguridad alimentaria en la Organización Mundial del Comercio s, publicó la ministra india de Comercio, Nirmala Sitharaman, en su cuenta de Twitter.	2
Rusia acusó hoy a la misión especial de monitorización de la Organización para la Seguridad y la Cooperación en Europa en Ucrania de presentar información sesgada y de apoyar a Kiev.	Recientemente, los separatistas pidieron una revisión del mecanismo de control de los acuerdos de paz de Minsk con el argumento de que la Organización para la Seguridad y la Cooperación en Europa no puede garantizar el alto el fuego declarado el 5 de septiembre pasado.	0.8
Obama, quien llegó hoy a Beijing para participar en la cumbre del foro de Cooperación Económica Asia-Pacífico , buscó mostrarse amable con sus anfitriones al reconocer que sno esperamos que China siga el modelo estadounidense en cada situacións, informó la agencia de noticias EFE.	Obama asistió a la 22º Reunión de Líderes de Economías del Foro de Cooperación Económica Asia-Pacífico y realizará una visita de Estado a China.	2
Al menos once mujeres han muerto tras haberse sometido a una operación de ligadura de trompas en un campamento sanitario organizado por el Gobierno indio en el estado de Chhattisgarh, en el centro de India, según un nuevo balance recogido por la BBC.	Una joven de 22 años fue asesinada en un acto de canibalismo en la localidad galesa de Argoed y el supuesto autor murió al recibir disparos de un policía con una pistola Taser, informó hoy la cadena BBC.	0.8
Tras varios meses de negociaciones, el portal alcanzó un acuerdo con la agencia de derechos Merlin, que representa a unos 20.000 sellos discográficos independientes de 39 países.	Los sellos discográficos que representan el 95% de la industria de la música ya habían suscrito el acuerdo, pero Merlin, que representa a más de 20.000 compañías de 39 países no lo había hecho.	2.8
La llamada del presidente se produjo luego que la última persona que estaba siendo monitoreada en relación con los casos de ébola, concluyó este viernes el tiempo de supervisión tras cumplirse el plazo de 21 días, periodo de incubación del mortal virus.	Zuckerberg, el presidente de la compañía, ha señalado que, a pesar de que el objetivo de Facebook es ofrecer información de las personas a las que tienes agregadas como amigos, los usuarios de la plataforma cada vez utilizaban más el servicio de mensajería.	0.2
El incendio de la primera planta de una mezquita en la aldea palestina de Al-Maghir y los daños causados por el lanzamiento de un cóctel molotov en la antigua sinagoga del poblado árabe israelí de Shfaram, elevan la tensión entre israelíes y palestinos.	sLos colonos incendiaron todo el primer piso de la mezquitas en la aldea de Al Mughayir, cerca de la ciudad de Ramala, indicó un oficial de seguridad.	2
Moscú critica los informes de la organización que salvaguarda el cumplimiento de los acuerdos de paz de Minsk porque scontienen datos exhaustivos sobre la movilización de las unidades militares de las repúblicas populares de Donetsk y Lugansks.	Además, confirmó que los rebeldes se mantienen fieles “al formato de Minsk con participación de Rusia, la OSCE, las repúblicas de Donetsk y Lugansk, y también Ucrania”.	2
Rusia acusó hoy a la misión especial de monitorización de la Organización para la Seguridad y la Cooperación en Europa en Ucrania de presentar información sesgada y de apoyar a Kiev.	El Ministerio ruso de Exteriores acusó hoy a la misión de la OSCE encargada de observar el alto el fuego en Ucrania de tratar de ayudar a las autoridades de Kiev.	2.4
La policía de Gales del Sur, irrumpió en la habitación de un hotel cuando Matthew Williams le estaba comiendo la cara a una mujer .	El hecho se registró en la habitación de un hotel de la localidad galesa de Argoed.	1.8
La explosión ha tenido lugar en una escuela de la localidad de Potiskum, en la región de Yobe .	La matanza se produce una semana después de que un ataque suicida similar segara la vida de veinte personas en la escuela islámica Faydia de Potiskum, que pertenece a un grupo de la rama chiíta del islam.	2.2
Amás, los misioneros apunten que los númberos d'infectaos puen ser shasta dos o hasta cuatro veces más grandess que los oficiales.	Los cadáveres de personas fallecidas pueden ser hasta diez veces más contagiosos que los infectados vivos.	0.6
El hombre mató a cuchilladas a Dalia Lemkus, una mujer de 25 años originaria de la colonia de Tekoa, e hirió a dos hombres de 26 y 50 años.	Asimismo, las fuerzas de seguridad israelíes detuvieron en Hebrón al hermano del hombre que presuntamente apuñaló a una mujer de 25 años causándole la muerte, y causó heridas a otras dos personas junto a una colonia judía en Cisjordania, según la misma agencia.	2.2
La aeronave intentaba aterrizar el domingo en la isla de Gran Bahama, hasta el momento se desconoce la causa del accidente.	Los ataques aéreos de la coalición internacional liderada por Estados Unidos en Irak alcanzaron una reunión de líderes del grupo yihadista Estado Islámico en las proximidades de Mosul, informaron hoy a Efe fuentes oficiales del Pentágono.	0.6
Una vez que estés en ajustes, solo debes pulsar en 'Info de cuenta' y, ahí, en 'Privacidad'.	Una vez instalada, sólo hay que dirigirse a Ajustes y entrar en la pestaña de Privacidad.	3
Cabe recordar que Sendai se convirtió en la primera planta de Japón el pasado mes de septiembre en respetar los nuevos estándares de la NRA.	El pasado septiembre, Sendai se convirtió en la primera planta nipona en cumplir la nueva normativa impuesta por la NRA tras el accidente de hace más de tres años en la central de Fukushima, golpeada por un terremoto y un tsunami.	2.8
Josh Earnest, secretario de prensa de la Casa Blanca, señaló que Obama revisaría las recomendaciones finales al regresar la próxima semana de su viaje a Asia.	En la misma línea se expresó el portavoz de la Casa Blanca, Josh Earnest, que acompaña a Obama en su gira y dijo a los periodistas que el mandatario recibirá “pronto” las “recomendaciones finales” de su secretario de Seguridad Nacional, Jeh Johnson.	2.4
Purguín aseguró que el régimen de alto el fuego no se respeta en el 75 por ciento de la virtual línea de separación entre ambos bandos.	Coincidiendo con la reanudación de los combates en torno a Donetsk, los separatistas anunciaron hoy que propondrán la revisión de los acuerdos de Minsk, que incluyen una declaración de alto el fuego y una línea de separación entre ambos bandos en conflicto.	1.8
La presidenta reapareció ayer a través de mensajes en la red social Twitter, en los que informó sobre la decisión de su Gobierno de retirar la candidatura de la argentina Susana Ruiz Cerutti para la Corte Internacional de Justicia para dejar paso al candidato de Jamaica.	La primera aparición pública se produjo pero, este miércoles por la noche a través de Twitter cuando la presidenta anunció que Argentina retiraba la candidatura de la embajadora Susana Ruiz Cerutti del Tribunal Internacional de Justicia.	2.6
“Mi tía sufre demencia senil y no es consciente de lo que ha sucedido” dijo Kolkiewicz.	Fuentes de su familia explicaron que la señora sufre de demencia y que aparentemente no está consciente de lo cerca que estuvo de la muerte.	2.6
Desde Colombia, el presidente Juan Manuel Santos dijo que conversó por teléfono con Humala sobre el tema y que entregaría al detenido a las autoridades peruanas a más tardar el viernes.	El presidente de Colombia, Juan Manuel Santos, había anunciado horas antes que Orellana, que se encuentra detenido, será entregado a las autoridades peruanas sentre hoy y mañanas.	3.2
El presidente uruguayo, José Mujica, visitó hoy a la presidenta brasileña, Dilma Rousseff, para celebrar su reelección el pasado octubre, pero la oportunidad también sirvió para que volviera a pedir su apoyo para la construcción de un puerto de aguas profundas en Uruguay.	presidente uruguayo, José Mujica, fue recibido hoy en Brasilia por la jefa de Estado brasileña, Dilma Rousseff, a quien ha querido felicitar personalmente por su reelección en los comicios de octubre pasado.	3.6
La actualización para Android si se quiere desactivar el ‘doble check azul’ aún no está disponible en Google Play, pero sí en la página web de WhatsApp.	Por el momento esta opción sólo se encuentra disponible para los usuarios de Android para lo que la compañía ha lanzado la versión 2.11.444 que, aunque no está disponible en Google Play puede ser descargada a través de la web de WhatsApp.	1.8
La policía abatió a un caníbal cuando devoraba a una mujer Matthew Williams, de 34 años, fue sorprendido en la madrugada mordiendo el rostro de una joven a la que había invitado a su hotel.	La policía de Gales del Sur mató a un caníbal cuando se estaba comiendo la cara de una mujer de 22 años en la habitación de un hotel.	2
Otros tres responsables del ferry fueron condenados a penas de entre 15 y 30 años de cárcel y otros once tripulantes fueron sentenciados a entre cinco y diez años.	Tribunal ha puesto penas de entre 30 y cinco años de cárcel a otros 14 miembros de la tripulación.	2
Esta vez, el examen reveló que el artista padecía de demencia de cuerpos de Lewy y que, además, no se había intoxicado al momento de su suicidio, en agosto de este año.	La demencia de cuerpos de Lewy se produce debido a la acumulación anormal de proteínas en el cerebro.	0.8
Todavía están bajo observación en Kayes unas 50 personas que estuvieron en contacto con la niña.	Sin embargo, el lunes el optimismo creció en Malí tras levantarse la cuarentena a 25 de las 108 personas que pudieron tener contacto con la niña fallecida.	1
“Los padres de niñas y mujeres solteras temen que sus hijas sean forzadas a casarse con combatientes de ISIS y como resultado el matrimonio infantil está al alza.	El informe también destaca las violaciones a las mujeres, y el hecho de que familias aterrorizadas casan de forma precipitada a sus hijas para que no sean forzadas a casarse con los combatientes del grupo EI.	1.6
Una vez que estés en ajustes, solo debes pulsar en 'Info de cuenta' y, ahí, en 'Privacidad'.	Una vez instalada, lo único que hay que hacer es dirigirse a Ajustes y entrar en la pestaña de Privacidad.	3.4
Los responsables de la misión Rosetta no saben cuánto tiempo sobrevivirá la sonda Philae en el cometa 67P, ya que dependerá de las condiciones que haya encontrado allí.	La nave Rosetta completaba la maniobra de cambio de trayectoria para enviar la sonda Philae hacia el cometa 67P.	2.4
El presidente uruguayo José Mujica, que ganó fama mundial por su austeridad, estudia la insólita oferta de un jeque árabe que le propuso un millón de dólares por su viejo Volkswagen Fusca de 1987, informó el jueves el semanario Búsqueda.	El presidente uruguayo, José Mujica, dio a entender hoy en Brasilia que sigue analizando la venta de su viejo sFuscas de Volkswagen, después de que un jeque árabe le ofreciera un millón de dólares.	2.8
Otros tres autobuses tendrán como destino el norteño estado de Chihuahua y recorrerán Durango, Zacatecas, Jalisco y Michoacán, mientras que otros tres se dirigirán al sureño estado de Oaxaca, con escalas en Morelos y Tlaxcala.	El jueve por la trade saldría una tercera caravana, también formada por tres autobuses, hacia el sureño estado de Oaxaca, que incluye escalas en Morelos y Tlaxcala.	3
Un video de Circuito Cerrado de Televisión sobre el incidente muestra Khyr al Din Hamdan, de 22 años, corriendo hacia un vehículo policial, armado de un puñal y golpeando repetidamente con su arma las ventanas del rodado.	Un video de una cámara de vigilancia muestra a un joven que se abalanza contra un auto de policía, golpeando una de las ventanas.	3
Los comunicados indicaron que China y Japón también sreconocieron que existen posiciones diferentes entre elloss sobre las tensiones por las islas en el Mar de China Meridional y acordaron establecer un mecanismo de manejo de crisis para evitar scontingenciass.	También manifiestan conocer las diferencias existentes en cuanto a la soberanía de islas en el Mar de China Meridional y Oriental, y acuerdan sprevenir la escalada de tensiones a través del diálogo y la consultas así como establecer smecanismos de gestión de crisis para evitar contingenciass.	3
Las tres brigadas concluirán su recorrido en el Zócalo de la ciudad de México, el próximo 20 de noviembre, con un mitin político para exigir el esclarecimiento del caso en el que están involucrados policías municipales de Iguala.	Las tres caravanas, denominadas en su conjunto Brigada Nacional de los 43 Desaparecidos, se encontrarán en el Zócalo del Distrito Federal el próximo 20 de noviembre.	2.8
sEs una fiscal independiente que en dos ocasiones ha dirigido una de las fiscalías más importantes del paíss, señaló el vocero de la presidencia, Josh Earnest.	sA lo largo de sus 30 años de carrera, se ha distinguido como una persona férrea, justa y una abogada independiente que ha dirigido en dos ocasiones una de las oficinas legales más prominentes de Estados Unidoss, subrayó el mandatario.	1.4
Las páginas operaban en la red anónima Tor, un software que permite la anonimidad en internet, de modo que no se podía acceder a ellas a través de los buscadores tradicionales.	Los expertos consideran que el cierre representa un hito en la lucha contra el crimen cibernético y destacan el uso de nuevas técnicas por parte de la policía para rastrear la ubicación física de los servidores.	1.8
Putin confirmó que en la cumbre de Brisbane mantendrá un encuentro bilateral con la canciller alemana, Angela Merkel, y smuchos otros encuentross.	Obama arribará a Brisbane el sábado y conversará sobre sus frustrados esfuerzos en favor de Ucrania con un grupo clave de líderes de naciones aliadas, entre ellos la canciller alemana, Angela Merkel, el presidente francés, Francois Hollande, y Cameron.	1.2
El ministerio de Defensa de Rusia no hizo de inmediato declaraciones sobre las afirmaciones de Lysenko, pero refutó nuevamente los señalamientos occidentales de que Moscú incrementó su despliegue de tropas cerca de la frontera.	El Ministerio de Defensa de Rusia rechazó las acusaciones de Kiev y aseguró que esas afirmaciones carecen de base alguna y son “una provocación”.	2
El presidente uruguayo, José Mujica, dijo hoy después de una reunión de unas tres horas con la jefa de Estado brasileña Dilma Rousseff, que la reelección de la mandataria en los comicios de octubre ha renovado la integración latinoamericana.	El presidente de Uruguay, José Mujica, dijo hoy tras una reunión en Brasil con la presidenta brasileña Dilma Rousseff que su reelección refuerza la integración latinoamericana, y destacó la buena relación existente entre los dos países.	3.4
sEn casi todos los países encuestados, al menos un tercio de los actuales protestantes fueron criados como católicos y la mitad o más dicen que fueron bautizadoss, dice el informe.	En Colombia, por ejemplo, nada menos que el 74% de los declarados protestantes afirman haber sido criados como católicos .	1.8
La presidenta de Argentina, Cristina Fernández, recibió eldomingo el alta médica tras permanecer una semana hospitalizada por un cuadro de sigmoiditis y se dirigió a la residencia oficial, donde deberá guardar reposo otros 10 días.	La presidenta argentina Cristina Fernández fue dada de alta el domingo, tras permanecer siete días internada en una clínica privada de Buenos Aires debido a un cuadro de infección intestinal.	2.4
En estos últimos años, ha respaldado la entrada de Palestina como Estado observador no miembro de la ONU y su ingreso en la UNESCO.	París ya apoyó la entrada de Palestina en la agencia cultural de Naciones Unidas, la UNESCO, y su papel como observador no miembro de las ONU.	3
Frente al riesgo de una escalada militar, el Consejo de Seguridad de la ONU convocó a una reunión de urgencia hoy en Nueva York.	Después de que EU y varios países europeos denunciaran la entrada en Ucrania de convoyes militares con armamento pesado desde Rusia, el Consejo de Seguridad de la ONU advirtió el miércoles del riesgo de que las actuales hostilidades deriven en scombates a gran escalas.	2
La tecnología del dispositivo, de unos 60 centímetros cuadrados, permite a investigadores recabar datos de decenas de miles de celulares con un solo vuelo.	Los aviones son capaces de captar datos de miles de dispositivos en el transcurso de un vuelo.	2
El tribunal condenó por homicidio al ingeniero jefe del barco por no ayudar a dos miembros de la tripulación heridos, lo que lo convirtió en el único de los cuatro en enfrentar cargos por homicidio y ser acusado de ese delito, y fue condenado a 30 años de prisión.	Los 13 miembros restantes de la tripulación del ferry Sewol que sobrevivieron fueron hallados culpables de varios cargos, incluido negligencia, y condenados a periodos de entre cinco a 20 años de prisión.	2
El drama se desarrolló a la altura de la planta 69 del edificio, también conocido como sTorre de la Libertads, que ocupa parte del espacio que dejaron las Torres Gemelas, destruidas por los atentados terroristas del 11 de septiembre de 2001.	Aparentemente el cable se desató mientras uno de trabajadores subía a la cima de la torre, la más alta de Estados Unidos.	0.8
El peruano Rodolfo Orellana, detenido hoy en la ciudad colombiana de Cali por supuestamente crear una gran trama criminal en su país, dijo en una breve declaración ante las cámaras de televisión que es sun perseguido políticos.	El empresario peruano Rodolfo Orellana, prófugo de la justicia de su país donde se le acusaba de dirigir una red criminal, fue detenido hoy en la ciudad de Cali en una operación conjunta entre las autoridades peruanas y colombianas, con el apoyo de Interpol y la DEA .	2.4
Sin embargo, las autoridades esperan que las autopsias detallen con precisión la causa de las muertes.	Las investigaciones Las autoridades afirmaron que desconocen las causas de las muertes y que solo las autopsias determinarán lo ocurrido.	3.2
El envío consiste en 32 tanques, 16 obuses de tipo D-30 y 30 camiones de tipo KamAZ con munición y soldados”, informó en una rueda de prensa Andrey Lysenko, portavoz del Consejo.	s32 tanques, 16 obuses y 30 camiones militares Kamaz con tropas entraron en Ucrania desde Rusias y se dirigen a la ciudad de Krasni Luch, en la región de Lugansk, declaró el portavoz.	3
«He venido en un momento en el que, por todo el mundo, Estados Unidos está liderando desde una posición de fuerza», dijo en tono victorioso Obama en un discurso pronunciado en un foro de líderes empresariales en el marco de la cumbre del Foro de Cooperación Económica Asia-Pacífico .	Entre esos retos, citó la lucha contra el ébola, el cambio climático o la proliferación nuclear, según afirmó Obama en un discurso en un foro de líderes empresariales de la cumbre del Foro de Cooperación Económica Asia-Pacífico , que se celebra entre hoy mañana en la capital de la potencia asiática.	1.8
La app creó una nueva versión beta de la app 2.11.444 que ya están disponibles en la página oficial y solo es compatible para el sistema Android, OS 2.1 o superiores.	Debes tener en cuenta que la app solo es compatible con la versión de Android 2.1 o superior.	2.6
Agencias La Policía de Gales del Sur mató a un hombre al que sorprendió comiéndose la cara de una mujer de 22 años en la habitación de un hotel.	La policía abatió a un caníbal cuando devoraba a una mujer Matthew Williams, de 34 años, fue sorprendido en la madrugada mordiendo el rostro de una joven a la que había invitado a su hotel.	3
Ollanta Humala se reúne mañana con el Papa Francisco.	El Papa Francisco mantuvo hoy una audiencia privada con el presidente Ollanta Humala, en el Vaticano.	3
El equipo médico presidencial, al que nadie podrá acusar de dilapidar información, emitió un escueto comunicado en el que señala: “La Sra. Presidenta de la Nación, Dra. Cristina Fernández de Kirchner, presenta buena evolución del cuadro de sigmoiditis que la afecta.	En un escueto parte médico difundido este mediodía por la Unidad Médica Presidencial, se indica que el alta de la mandataria fue firmada en función sde la buena evolución del cuadro de sigmoiditis que la afectas.	3.2
La imagen de Putin siendo caballeroso con la primera dama china rápidamente recorrió las redes sociales.	Medios de alrededor del mundo han titulado la noticia como “Putin corteja a la Primera Dama china” o “Vladimir Putin coquetea con la primera dama de China, Peng Liyuan”.	2.2
Alex Salmond, que guió a Escocia a su primer referéndum sobre la independencia, pronunciará un discurso de despedida.	En la sesión de esta tarde del congreso, Alex Salmond, que permanecerá como diputado en el Parlamento autónomo, pronunciará después de las 15.00 GMT un discurso de despedida ante sus compañeros de la formación nacionalista.	2.6
El último parte médico previo al alta, difundido el sábado, comunicó que la jefa de Estado argentina presentaba “una buena evolución clínica e imagenológica”, pero omitió decir cuándo sería dada de alta y podría reincorporarse a sus funciones.	Según el último parte del sábado por la noche, la Presidenta cursaba su internación spor un cuadro de sigmoiditiss con sbuena evolución clínica e imagenológicas.	2.2
En su intervención, Toyberg-Frandzen dijo que la situación en Donetsk y Lugansk se asimila a la que había antes de los acuerdos de alto el fuego firmados en Minsk el 5 de septiembre pasado por el Gobierno de Ucrania y los rebeldes prorrusos.	En la víspera, la OSCE, encargada de hacer respetar el alto el fuego firmado el 5 de septiembre pasado por los beligerantes y que muchos consideran moribundo, alertó sobre sel nivel de violencia en el este de Ucranias.	1.4
Estados Unidos compareció ante el Comité contra la Tortura de la ONU, que entre hoy y mañana revisará si Washington ha cumplido desde 2006 con la Convención contra la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes.	En México, la tortura y los malos tratos que siguen a la detención de personas y antes de que éstas sean puestas a disposición de la justicia, son una práctica generalizada y se presentan en un contexto de impunidad, según un reporte que la Cámara de Diputados recibió de Juan Méndez, Relator Especial de la Organización de Naciones Unidas sobre la tortura y otros tratos o penas crueles, inhumanos o degradantes.	1
También este viernes 150 personas participaron en el funeral de dos adolescentes que murieron el miércoles en un bombardeo cerca de una escuela de Donetsk.	Ayer se realizaron los funerales de dos niños que murieron el miércoles por la caída de un proyectil en su escuela de Donetsk.	2.6
Armados con bates de madera, machetes, arcos, flechas y armas de fuego artesanales para caza, un grupo de estos Vigilantes logró liberar este miércoles la ciudad de Maiha , que estaba bajo control de los salafistas.	Hace dos días otro grupo de cazadores locales también lograron recuperar la ciudad de Maiha, a unos 25 kilómetros de Mubi, que también estaba bajo control de los terroristas.	2.8
El director general de la ESA, Jean-Jacques Dordain, calificó el aterrizaje de Philae sobre el cometa 67/P Churyumov-Gerasimenko como sun gran paso para la civilización humanas.	Los aviones son capaces de captar datos de miles de dispositivos en el transcurso de un vuelo.	0
Armados con bates de madera, machetes, arcos, flechas y armas de fuego artesanales para caza, un grupo de estos Vigilantes logró liberar este miércoles la ciudad de Maiha , que estaba bajo control de los salafistas.	Hace dos días otro grupo de cazadores locales también lograron recuperar la ciudad de Maiha, a unos 25 kilómetros de Mubi, que también estaba bajo control de los terroristas.	2.2
Según fuentes cercanas explicaron que la enfermedad habría sido clave para que el protagonista de 'Patch Adams' tomara la decisión de quitarse la vida.	Los médicos del actor creen que la enfermedad fue un aspecto crucial que pudo empujar a Robbin Williams a tomar la decisión de quitarse la vida.	3.4
Perú y Rusia están cooperando en el ámbito de defensa con la transferencia de tecnologías y con coproducción, dijo hoy el presidente peruano, Ollanta Humala.	Se trata de la primera visita de un presidente de Perú a Rusia en los 45 años de relaciones diplomáticas, por lo que ha sido calificada de shistóricas por ambas partes.	1.4
La comisaria europea de Comercio, Cecila Malmstrom, recordó a través de un comunicado que los acuerdos de Bali están destinados a liberalizar los intercambios globales en el marco de la Organización Mundial del Comercio .	El acuerdo de Facilitación del Comercio, el primero de índole global que se alcanzó en la última reunión ministerial de la OMC, el pasado diciembre en Bali y establece decenas de medidas para facilitar el flujo de bienes en las aduanas, reducir la burocracia y con ello multiplicar los intercambios comerciales entre países.	2.8
